user_id,end_week,is_dropout_point,spectral_agg,spectral_eucl,kmeans_flat,kmeans_eucl
390706,17,1,0,1,0,0
390706,57,0,0,1,0,0
390707,23,1,0,1,0,0
390707,44,1,0,1,0,0
390707,79,0,0,1,0,0
390711,76,0,0,1,0,0
390712,20,1,0,1,0,0
390712,21,1,0,1,0,0
390712,63,1,0,1,0,0
390713,17,1,0,1,0,0
390713,44,1,0,1,0,0
390716,20,1,0,1,0,0
390716,24,1,0,1,0,0
390716,40,1,0,1,0,0
390716,50,0,0,1,0,0
390716,53,0,0,1,0,0
390716,56,0,0,1,0,0
390716,62,1,0,1,0,0
390718,40,1,0,1,0,0
390718,59,0,0,1,0,0
390719,29,1,0,1,0,0
390719,30,1,0,1,0,0
390719,43,1,0,1,0,0
390719,56,0,0,1,0,0
390719,59,0,0,1,0,0
390721,34,1,0,1,0,0
390721,46,1,0,1,0,0
390722,30,1,0,1,0,0
390722,59,0,0,1,0,0
390728,17,1,0,1,0,0
390732,17,0,0,2,0,0
390735,18,1,0,2,0,3
390739,40,1,0,1,0,0
390740,18,0,0,2,2,3
390740,22,1,0,3,0,1
390740,29,1,0,1,0,0
390740,40,1,0,1,0,0
390740,72,0,0,2,0,3
390741,11,1,0,1,0,0
390744,56,0,0,1,0,0
390744,63,0,0,2,0,3
390744,64,1,0,2,0,3
390747,22,1,0,1,0,0
390747,49,0,0,1,0,0
390756,21,0,0,1,0,0
390759,16,0,0,1,0,0
390759,30,1,0,2,2,3
390760,13,1,0,1,0,0
390760,44,0,0,1,0,0
390760,45,0,0,1,0,0
390760,49,1,0,1,0,0
390762,24,0,0,2,0,3
390770,13,1,0,1,0,0
390779,13,0,0,1,0,0
390779,19,0,0,1,0,0
390785,16,1,0,1,0,0
390794,16,1,0,1,0,0
390794,17,1,0,1,0,0
390887,13,1,0,1,0,0
390890,12,1,0,0,0,2
390891,21,0,0,2,0,3
390894,24,0,0,2,0,3
390895,17,0,0,1,0,0
390899,50,1,0,1,0,0
390900,11,0,0,0,1,2
390933,25,1,0,1,0,0
390933,33,1,0,1,0,0
390933,37,1,0,1,0,0
390944,27,1,0,1,0,0
390944,39,0,0,1,0,0
390986,23,1,0,1,0,0
391007,22,0,0,0,0,2
391024,27,0,0,1,0,0
391024,29,1,0,1,0,0
391072,55,0,0,1,0,0
391072,61,1,0,1,0,0
391073,18,1,0,1,0,0
391073,37,1,0,2,0,3
391073,50,0,0,2,0,3
391073,73,1,0,1,0,0
391074,18,1,0,1,0,0
391078,16,1,0,1,0,0
391078,33,0,0,1,0,0
391100,48,0,0,1,0,0
391106,21,0,0,0,1,2
391108,13,0,0,3,2,1
391116,12,1,0,0,1,2
391116,18,1,0,1,0,0
391117,12,1,0,0,0,2
391121,20,1,0,1,0,0
391151,20,0,0,1,0,0
391171,14,0,0,2,0,3
391172,40,0,0,1,0,0
391172,46,0,0,1,0,0
391174,49,0,0,1,0,0
391176,13,0,0,2,0,3
391176,22,1,0,0,1,2
391176,34,1,0,3,0,1
391176,44,0,0,1,0,0
391177,16,0,0,2,0,3
391178,14,0,0,2,0,3
391178,42,0,0,1,0,0
391184,26,0,0,1,0,3
391186,39,1,0,2,0,3
391187,34,1,0,0,1,2
391187,46,0,0,2,0,3
391187,50,0,0,2,0,1
391191,13,1,0,1,0,0
391192,16,0,0,1,0,0
391199,26,0,0,2,0,3
391200,29,0,0,2,0,3
391200,30,0,0,2,0,3
391204,21,1,0,3,0,1
391222,31,1,0,1,0,0
391289,28,1,0,3,0,1
391324,17,0,0,1,0,0
391387,15,0,0,2,0,3
391387,43,1,0,1,0,0
391414,11,0,0,0,0,2
391425,13,1,0,1,0,0
391438,33,1,0,1,0,0
391453,20,1,0,2,0,3
391453,28,0,0,1,0,0
391453,29,0,0,1,0,0
391454,35,1,0,1,0,0
391454,59,0,0,1,0,0
391491,40,0,0,1,0,0
391493,18,1,0,3,0,1
391495,24,0,0,3,0,1
391495,26,0,0,0,1,2
391496,11,0,0,0,1,2
391496,18,1,0,2,0,3
391496,24,0,0,3,0,1
391496,33,1,0,1,0,0
391502,28,0,0,1,0,0
391502,39,0,0,1,1,2
391502,44,1,0,1,0,0
391543,24,0,0,2,0,3
391554,42,1,0,1,0,0
391555,16,0,0,1,0,0
391555,19,0,0,1,0,0
391555,22,1,0,1,0,0
391564,36,1,0,1,0,0
391568,21,0,0,2,0,3
391572,11,1,0,0,1,2
391589,15,1,0,2,0,3
391596,44,0,0,1,0,0
391598,11,1,0,0,0,2
391598,52,1,0,1,0,0
391598,53,1,0,1,0,0
391614,47,1,0,1,0,0
391614,67,0,0,1,0,0
391620,28,0,0,1,0,0
391632,12,0,0,0,1,2
391632,34,0,0,1,0,0
391654,11,0,0,0,0,2
391654,16,1,0,1,0,0
391654,33,0,0,1,0,0
391658,57,0,0,3,0,0
391659,33,1,0,1,0,0
391659,57,0,0,3,0,0
391659,65,0,0,1,0,0
391685,24,1,0,1,0,0
391685,27,1,0,1,0,0
391685,30,1,0,1,0,0
391685,66,1,0,1,0,0
391686,30,1,0,1,0,0
391686,58,0,0,1,0,0
391687,75,1,0,1,0,0
391691,17,1,0,1,0,0
391691,27,1,0,1,0,0
391717,18,0,0,2,0,3
391717,49,0,0,3,0,1
391740,63,0,0,1,0,0
391748,16,0,0,1,0,0
391774,22,0,0,3,0,1
391775,37,1,0,1,0,0
391775,65,1,0,1,0,0
391775,70,1,0,1,0,0
391776,13,1,0,1,0,0
391857,13,1,0,1,0,0
391858,30,0,0,1,0,0
391860,24,1,0,1,0,0
391864,48,1,0,1,0,0
391864,53,1,0,1,0,0
391864,70,0,0,1,0,0
391872,29,1,0,1,0,0
391872,32,1,0,1,0,0
391899,22,1,0,1,0,0
391900,65,1,0,1,0,0
391930,12,0,0,1,0,0
391934,29,1,0,1,0,0
391940,13,1,0,3,2,1
391940,62,0,0,1,0,0
391941,27,1,0,1,0,0
392005,12,0,0,1,0,0
392005,20,0,0,1,0,0
392089,48,0,0,1,0,0
392114,29,1,0,1,0,0
392114,34,1,0,1,0,0
392146,66,0,0,1,0,0
392147,17,1,0,1,0,0
392147,26,1,0,2,0,3
392147,27,1,0,2,0,3
392150,20,0,0,3,0,1
392156,40,0,0,1,0,0
392168,17,1,0,1,0,0
392272,14,1,0,1,0,0
392272,25,1,0,1,0,0
392272,35,1,0,1,0,0
392305,14,1,0,1,0,0
392305,49,1,0,1,0,0
392305,55,0,0,1,0,0
392305,68,1,0,1,0,0
392305,71,1,0,1,0,0
392375,30,1,0,1,0,0
392383,16,1,0,1,0,0
392383,24,1,0,1,0,0
392383,28,1,0,1,0,0
392383,71,0,0,1,0,0
392386,41,1,0,1,0,0
392388,52,0,0,1,0,0
392392,11,0,0,3,1,1
392397,27,1,0,3,0,1
392397,38,0,0,1,0,0
392404,25,0,0,1,0,0
392407,16,1,0,1,0,0
392408,30,0,0,2,0,3
392408,36,0,0,1,0,0
392500,15,0,0,1,0,0
392514,21,1,0,2,0,3
392514,26,1,0,1,0,0
392551,33,1,0,1,0,0
392552,25,1,0,1,0,0
392553,20,1,0,1,0,0
392553,24,1,0,1,0,0
392554,42,1,0,1,0,0
392555,11,0,0,0,0,2
392555,39,1,0,1,0,0
392555,68,0,0,1,0,0
392556,62,0,0,3,0,1
392558,11,0,0,0,0,2
392558,34,1,0,1,0,0
392558,46,0,0,1,0,0
392558,58,0,0,3,0,1
392558,66,1,0,1,0,0
392559,25,1,0,1,0,0
392560,44,1,0,1,0,0
392561,36,1,0,1,0,0
392561,45,1,0,1,0,0
392561,47,0,0,1,0,0
392563,22,1,0,1,0,0
392565,17,1,0,1,0,0
392565,37,1,0,1,0,0
392565,57,0,0,1,0,0
392567,24,1,0,1,0,0
392567,39,1,0,1,0,0
392568,25,1,0,1,0,0
392568,52,1,0,2,0,3
392570,30,1,0,1,0,0
392570,46,0,0,1,0,0
392571,12,0,0,1,0,0
392571,27,1,0,1,0,0
392571,66,1,0,1,0,0
392572,53,0,0,1,0,0
392572,61,0,0,1,0,0
392601,16,1,0,1,0,0
392631,25,0,0,2,2,3
392660,12,1,0,2,2,3
392660,30,1,0,1,0,0
392667,12,1,0,1,0,0
392667,33,1,0,1,0,0
392711,28,1,0,1,0,0
392718,11,0,0,2,2,3
392718,21,0,0,1,0,2
392727,16,1,0,2,0,3
392727,43,1,0,2,0,3
392727,51,1,0,3,0,1
392743,12,0,0,1,0,0
392743,36,0,0,1,0,0
392743,46,0,0,1,0,0
392748,27,0,0,1,0,0
392748,48,0,0,2,0,3
392754,23,1,0,1,0,0
392755,26,1,0,0,1,2
392758,25,1,0,1,0,0
392760,28,0,0,1,0,0
392779,12,0,0,1,0,0
392779,13,0,0,1,0,0
392779,20,1,0,2,0,3
392782,20,1,0,1,0,0
392782,44,0,0,1,0,0
392794,45,1,0,1,0,0
392805,33,0,0,3,0,1
392836,35,0,0,1,0,0
392851,14,1,0,0,1,2
392851,22,1,0,1,0,0
392851,30,0,0,1,0,0
392857,12,0,0,1,0,0
392857,39,1,0,1,0,0
392870,24,1,0,1,0,0
392881,28,1,0,1,0,0
392934,69,0,0,1,0,0
392942,34,0,0,3,1,1
392949,22,1,0,1,0,0
393024,29,0,0,1,0,0
393030,11,1,0,0,1,2
393031,56,0,0,2,0,3
393078,12,1,0,1,0,0
393078,53,0,0,3,2,1
393079,34,0,0,2,2,3
393079,51,0,0,1,0,0
393080,32,0,0,1,0,0
393188,59,0,0,1,0,0
393192,50,1,0,1,0,0
393192,58,0,0,1,0,0
393215,16,1,0,1,0,0
393218,27,1,0,1,0,0
393221,13,0,0,1,0,0
393221,24,1,0,1,0,0
393225,12,0,0,0,1,2
393225,30,0,0,1,0,0
393228,29,0,0,1,0,0
393236,14,1,0,1,0,0
393236,22,1,0,1,0,0
393237,13,0,0,1,0,0
393237,20,1,0,1,0,0
393237,21,1,0,1,0,0
393250,43,1,0,1,0,0
393251,25,1,0,1,0,0
393254,11,1,0,0,1,2
393260,20,1,0,1,0,0
393262,19,1,0,1,0,0
393262,67,1,0,1,0,0
393264,34,1,0,2,0,3
393264,69,0,0,2,0,3
393265,13,1,0,1,0,0
393266,26,1,0,1,0,0
393267,61,0,0,1,0,0
393267,68,1,0,1,0,0
393269,23,1,0,1,0,0
393271,30,0,0,1,0,0
393272,31,0,0,1,0,0
393272,33,0,0,2,0,3
393274,19,1,0,1,0,0
393274,56,0,0,1,0,0
393275,24,1,0,1,0,0
393277,51,1,0,2,0,3
393277,65,1,0,1,0,0
393278,12,0,0,1,0,0
393279,13,1,0,1,0,0
393279,36,0,0,2,0,3
393279,38,1,0,2,0,3
393280,11,0,0,0,0,0
393280,40,1,0,2,2,1
393286,18,1,0,1,0,0
393293,33,1,0,1,0,0
393295,18,0,0,1,0,0
393296,47,1,0,1,0,0
393300,35,0,0,1,0,0
393305,11,0,0,0,1,2
393306,57,0,0,0,1,1
393307,49,0,0,1,0,0
393308,27,1,0,1,0,0
393309,54,0,0,2,2,3
393309,61,0,3,3,3,1
393310,24,0,0,3,0,1
393310,49,0,0,2,3,3
393310,53,0,0,3,2,1
393312,14,1,0,2,0,3
393312,15,1,0,2,0,3
393313,42,0,0,3,2,1
393315,41,0,0,3,0,1
393316,48,0,0,1,0,0
393316,53,0,0,1,0,0
393317,16,1,0,2,0,3
393317,23,0,0,3,0,1
393317,55,0,0,2,2,3
393319,24,0,0,3,0,1
393319,53,0,3,3,3,1
393320,60,0,0,3,3,1
393322,59,0,0,2,3,1
393323,49,0,0,0,1,2
393325,41,0,0,3,0,1
393326,21,1,0,3,0,1
393326,32,0,0,1,0,0
393334,25,1,0,1,0,0
393335,27,1,0,1,0,0
393335,57,0,0,1,0,0
393337,17,0,0,3,0,1
393337,26,0,0,1,0,0
393345,45,1,0,1,0,0
393346,11,0,0,0,1,2
393346,40,1,0,3,2,1
393346,56,0,0,1,0,0
393347,15,1,0,1,0,0
393347,18,1,0,1,0,0
393347,20,1,0,1,0,0
393347,35,1,0,1,0,0
393347,42,1,0,1,0,0
393347,62,0,0,1,0,0
393357,35,0,0,1,0,0
393357,51,1,0,1,0,0
393357,56,0,0,1,0,0
393358,27,1,0,1,0,0
393358,30,1,0,1,0,0
393358,52,0,0,1,0,0
393367,19,1,0,1,0,0
393367,21,1,0,1,0,0
393367,52,0,0,1,0,0
393372,40,1,0,1,0,0
393383,41,1,0,1,0,0
393393,16,0,0,1,0,0
393393,25,0,0,3,2,1
393393,31,0,0,3,0,1
393398,20,1,0,1,0,0
393398,36,1,0,1,0,0
393399,20,1,0,1,0,0
393399,38,1,0,1,0,0
393400,20,1,0,1,0,0
393400,34,1,0,1,0,0
393401,45,0,0,1,0,0
393402,61,0,0,1,0,0
393403,11,1,0,1,0,0
393411,21,0,0,1,0,0
393419,16,0,0,2,0,3
393421,16,1,0,1,0,0
393421,18,1,0,1,0,0
393427,15,1,0,1,0,0
393439,31,1,0,1,0,0
393439,64,0,0,1,0,0
393444,25,1,0,1,0,0
393445,13,1,0,2,0,3
393445,53,0,0,1,0,0
393446,13,1,0,2,0,3
393446,18,1,0,3,0,1
393449,16,1,0,1,0,0
393449,59,0,0,1,0,0
393449,61,0,0,1,0,0
393456,18,1,0,1,0,0
393456,57,0,0,1,0,0
393456,60,0,0,1,0,0
393456,66,0,0,1,0,0
393468,51,0,0,1,0,0
393472,26,1,0,1,0,0
393479,28,1,0,1,0,0
393479,63,0,0,2,0,3
393480,15,1,0,1,0,0
393480,21,1,0,1,0,0
393480,23,1,0,1,0,0
393496,14,0,0,3,2,1
393497,37,1,0,1,0,0
393497,64,1,0,1,0,0
393500,20,1,0,1,0,0
393500,77,0,0,1,0,0
393501,11,1,0,0,0,2
393501,21,1,0,1,0,0
393501,51,0,0,1,0,0
393501,59,0,0,1,0,0
393512,45,1,0,1,0,0
393512,49,1,0,1,0,0
393513,15,1,0,1,0,0
393513,18,1,0,1,0,0
393513,39,1,0,1,0,0
393513,56,0,0,1,0,0
393517,51,0,0,1,0,0
393517,65,1,0,1,0,0
393520,28,0,0,2,0,3
393520,35,1,0,0,1,2
393520,51,0,0,1,0,0
393520,61,0,0,1,0,0
393520,68,0,0,1,0,0
393521,17,0,0,1,0,0
393521,31,0,0,3,0,1
393521,45,1,0,0,1,2
393523,56,0,0,1,0,0
393523,63,0,0,1,0,0
393523,77,1,0,2,0,3
393531,19,1,0,1,0,0
393531,35,1,0,1,0,0
393532,15,0,0,2,0,3
393532,31,1,0,3,0,1
393532,35,1,0,0,1,2
393532,69,1,0,2,0,3
393535,21,1,0,1,0,0
393535,38,1,0,1,0,0
393536,29,0,0,1,0,0
393536,53,0,0,1,0,0
393537,30,0,0,3,0,1
393544,13,1,0,2,0,3
393560,43,0,0,0,1,2
393560,61,1,0,3,0,1
393560,62,0,0,3,0,1
393562,41,1,0,3,0,1
393562,42,1,0,3,1,1
393564,24,1,0,1,0,0
393567,36,1,0,2,0,3
393567,39,1,0,3,0,1
393568,35,1,0,2,0,3
393568,51,0,0,2,0,3
393569,30,0,0,1,0,0
393570,32,0,0,2,0,3
393570,36,1,0,2,0,3
393570,58,0,0,0,1,2
393571,15,1,0,2,0,3
393571,34,0,0,2,0,3
393571,45,0,0,3,0,1
393571,55,0,0,3,0,1
393572,46,0,0,0,1,2
393572,50,0,0,2,0,3
393574,12,1,0,0,0,2
393574,28,0,0,1,0,0
393575,49,0,0,2,0,3
393576,16,1,0,1,0,0
393576,23,1,0,1,0,0
393576,33,0,0,2,0,3
393576,38,1,0,2,0,3
393577,39,1,0,2,0,1
393577,59,0,0,2,0,3
393580,54,0,0,3,0,1
393580,58,0,0,0,0,2
393582,15,1,0,1,0,3
393582,33,1,0,1,0,0
393582,43,0,0,1,0,0
393582,56,0,0,3,0,1
393582,61,1,0,0,0,2
393585,23,1,0,1,0,0
393585,25,1,0,1,0,0
393586,26,1,0,1,0,0
393587,63,1,0,1,0,0
393588,50,0,0,2,2,3
393588,65,0,0,1,0,0
393589,54,0,0,3,0,3
393590,11,0,0,0,1,2
393590,15,0,0,1,0,0
393591,33,1,0,2,0,3
393592,11,1,0,2,2,3
393592,20,1,0,1,0,0
393592,53,0,0,1,0,0
393593,18,0,0,2,0,3
393593,19,0,0,2,0,3
393593,21,0,0,2,2,3
393593,38,0,0,0,1,2
393595,15,1,0,1,0,0
393595,22,1,0,1,0,0
393595,51,0,0,2,0,3
393599,15,1,0,1,0,0
393599,18,1,0,1,0,0
393599,22,1,0,1,0,0
393601,46,1,0,1,0,0
393614,19,0,0,1,0,3
393614,25,1,0,2,2,3
393614,27,0,0,2,2,3
393615,48,1,0,1,0,0
393620,15,1,0,1,0,0
393620,22,1,0,1,0,0
393620,26,1,0,1,0,0
393624,24,1,0,1,0,0
393624,38,1,0,1,0,0
393624,51,0,0,1,0,0
393626,18,1,0,1,0,0
393626,24,1,0,1,0,0
393626,40,1,0,1,0,0
393627,58,0,0,1,0,0
393627,59,0,0,1,0,0
393629,13,1,0,1,0,0
393629,36,1,0,1,0,0
393630,13,1,0,1,0,0
393630,28,1,0,1,0,0
393630,65,0,0,1,0,0
393631,13,1,0,1,0,0
393631,26,1,0,1,0,0
393631,38,1,0,1,0,0
393632,51,0,0,1,0,0
393638,51,0,0,1,0,0
393638,66,0,0,2,0,3
393643,27,1,0,1,0,0
393643,44,1,0,1,0,0
393643,46,1,0,1,0,0
393643,51,0,0,1,0,0
393644,15,1,0,1,0,3
393644,20,1,0,3,0,1
393646,26,1,0,1,0,0
393649,35,1,0,1,0,0
393649,40,1,0,1,0,0
393651,41,0,0,1,0,0
393651,53,0,0,3,0,1
393651,62,1,0,1,0,0
393652,21,1,0,0,0,2
393652,37,1,0,1,0,0
393652,54,0,0,3,0,1
393663,32,1,0,2,0,3
393663,37,1,0,3,0,0
393663,44,1,0,1,0,0
393663,54,0,0,1,0,0
393664,17,0,0,1,0,0
393664,23,1,0,2,0,3
393666,20,1,0,1,0,0
393666,21,1,0,1,0,0
393667,15,0,0,1,0,0
393667,20,0,0,2,0,3
393668,11,0,0,1,0,0
393668,21,1,0,3,0,1
393668,23,1,0,0,1,2
393668,28,1,0,3,0,0
393668,49,0,0,1,0,0
393670,22,1,0,1,0,0
393670,32,0,0,1,0,0
393673,44,1,0,1,0,0
393673,64,1,0,1,0,0
393674,24,1,0,1,0,0
393674,25,1,0,1,0,0
393674,43,1,0,1,0,0
393674,45,1,0,1,0,0
393676,59,0,0,1,0,0
393680,41,0,0,2,0,3
393681,14,0,0,3,2,1
393683,35,1,0,3,0,1
393683,41,1,0,1,0,0
393684,18,1,0,1,0,0
393684,24,1,0,1,0,0
393684,33,0,0,1,0,0
393686,20,0,0,0,1,1
393686,45,0,0,0,1,1
393689,22,1,0,1,0,0
393689,23,1,0,1,0,0
393689,59,1,0,1,0,0
393689,62,1,0,1,0,0
393689,75,1,0,2,0,1
393691,14,1,0,3,2,1
393705,33,1,0,1,0,0
393706,40,1,0,1,0,0
393712,12,1,0,1,0,0
393712,31,1,0,1,0,0
393712,53,0,0,1,0,0
393712,58,1,0,1,0,0
393717,11,1,0,0,0,2
393717,44,1,0,1,0,0
393717,55,0,0,1,0,0
393721,60,1,0,1,0,0
393727,49,0,0,2,2,3
393730,19,1,0,2,0,1
393730,26,0,0,3,0,1
393730,27,0,0,3,0,1
393730,28,0,0,2,0,1
393730,30,0,0,2,0,3
393753,27,0,0,2,2,3
393756,19,1,0,1,0,0
393756,51,0,0,1,0,0
393768,44,0,0,1,0,0
393768,59,0,0,2,0,3
393770,22,1,0,1,0,0
393771,34,1,0,1,0,0
393773,21,1,0,1,0,0
393773,25,1,0,1,0,0
393774,21,0,0,1,0,0
393778,19,1,0,1,0,0
393780,17,1,0,1,0,0
393782,15,0,0,1,0,0
393782,48,0,0,1,0,0
393782,52,0,0,1,0,0
393783,21,1,0,1,0,0
393784,24,1,0,1,0,0
393785,25,1,0,3,0,1
393790,12,1,0,2,0,3
393790,18,0,0,3,0,1
393790,25,1,0,1,0,0
393790,27,1,0,3,0,0
393790,59,1,0,1,0,0
393791,11,0,0,1,0,0
393796,13,0,0,2,0,3
393796,39,1,0,1,0,0
393796,55,1,0,1,0,0
393797,26,1,0,3,0,1
393797,48,1,0,1,0,0
393797,59,1,0,1,0,0
393798,27,1,0,3,0,1
393798,34,1,0,2,0,3
393798,46,0,0,1,0,0
393799,45,0,0,3,0,1
393800,53,1,0,1,0,0
393801,59,0,0,1,0,0
393802,25,1,0,1,0,0
393802,34,1,0,1,0,0
393802,48,0,0,1,0,0
393803,12,1,0,3,0,1
393803,22,1,0,2,0,3
393804,32,1,0,1,0,0
393806,41,1,0,2,0,3
393806,42,0,0,2,0,3
393807,54,1,0,1,0,0
393807,64,0,0,1,0,0
393808,19,1,0,2,0,0
393808,28,1,0,1,0,0
393808,32,1,0,1,0,0
393811,20,0,0,2,0,3
393811,49,0,0,1,0,0
393812,51,1,0,1,0,0
393813,58,1,0,1,0,0
393816,25,1,0,2,0,3
393816,41,1,0,3,0,1
393818,20,1,0,1,0,0
393818,40,1,0,1,0,0
393818,59,0,0,3,0,1
393820,17,1,0,0,1,2
393820,33,1,0,2,0,3
393820,37,1,0,2,0,3
393821,22,1,0,1,0,0
393821,49,0,0,1,0,0
393822,59,1,0,3,0,1
393823,13,1,0,1,0,0
393823,46,0,0,1,0,0
393824,21,1,0,1,0,0
393824,43,0,0,0,0,0
393824,46,0,0,1,0,0
393826,11,1,0,0,1,2
393826,19,1,0,1,0,0
393827,11,1,0,2,3,1
393827,36,1,0,1,0,0
393828,20,1,0,1,0,0
393828,25,1,0,1,0,0
393828,41,1,0,1,0,0
393830,49,0,0,1,0,0
393830,52,0,0,2,0,3
393831,23,1,0,1,0,0
393831,38,1,0,1,0,0
393832,38,1,0,1,0,3
393832,41,1,0,3,0,1
393833,14,1,0,3,0,1
393833,43,0,0,1,0,0
393834,21,1,0,0,1,2
393836,29,1,0,1,0,0
393836,39,1,0,1,0,0
393837,48,0,0,1,0,0
393838,27,1,0,1,0,0
393840,15,1,0,3,0,1
393840,60,0,0,3,0,1
393840,61,0,0,3,0,1
393841,24,1,0,1,0,0
393841,36,1,0,1,0,0
393841,38,1,0,1,0,0
393841,39,1,0,1,0,0
393841,43,0,0,1,0,0
393841,58,1,0,1,0,3
393858,24,1,0,1,0,0
393859,13,1,0,1,0,0
393859,18,1,0,1,0,0
393859,33,0,0,1,0,0
393859,34,0,0,1,0,0
393863,33,1,0,1,0,0
393866,14,0,0,2,0,3
393866,17,1,0,3,2,1
393873,15,1,0,2,0,3
393873,20,1,0,2,0,3
393873,35,1,0,1,0,0
393873,63,0,0,1,0,3
393878,29,1,0,1,0,0
393878,42,0,0,1,0,0
393878,45,0,0,1,0,0
393882,23,1,0,2,0,3
393882,35,1,0,1,0,0
393882,43,0,0,1,0,0
393883,12,1,0,3,0,1
393883,13,1,0,3,0,1
393883,30,1,0,1,0,0
393884,21,0,0,1,0,0
393884,44,0,0,1,0,0
393885,11,0,0,0,0,2
393891,53,0,0,1,0,0
393893,19,1,0,1,0,0
393894,20,1,0,2,0,0
393895,13,1,0,1,0,0
393895,21,0,0,1,0,0
393895,32,1,0,1,0,0
393896,16,0,0,0,1,2
393899,35,1,0,1,0,0
393900,30,0,0,1,0,0
393901,12,1,0,1,0,0
393910,22,1,0,1,0,0
393910,35,1,0,1,0,0
393910,66,1,0,2,0,3
393913,54,1,0,1,0,0
393918,43,0,0,1,0,0
393920,17,1,0,1,0,3
393921,39,0,0,1,0,0
393922,19,0,0,1,0,0
393922,44,0,0,1,0,0
393922,45,0,0,1,0,0
393925,17,1,0,1,0,0
393926,25,1,0,1,0,0
393934,19,1,0,3,1,1
393934,32,0,0,1,0,0
393934,35,0,0,1,0,0
393935,11,1,0,0,1,2
393941,26,1,0,1,0,0
393942,26,1,0,2,0,3
393942,41,0,0,1,0,0
393942,47,0,0,1,0,0
393943,21,1,0,1,0,0
393944,24,1,0,2,0,3
393945,14,1,0,1,0,0
393947,28,1,0,1,0,0
393947,53,1,0,1,0,0
393956,18,1,0,1,0,0
393956,30,1,0,1,0,0
393956,56,1,0,1,0,0
393963,40,1,0,1,0,0
393963,52,0,0,1,0,0
393964,30,1,0,1,0,0
393964,42,0,0,1,0,0
393964,55,1,0,1,0,0
393968,19,1,0,1,0,0
393968,40,1,0,1,0,0
393970,24,1,0,1,0,0
393970,40,1,0,1,0,0
393970,50,0,0,1,0,0
393971,24,1,0,0,1,2
393971,42,0,0,1,0,0
393971,55,1,0,1,0,0
393974,32,1,0,1,0,0
393974,35,1,0,1,0,0
393974,42,0,0,1,0,0
393974,49,0,0,1,0,0
393975,25,1,0,1,0,0
393975,32,1,0,1,0,0
393976,68,1,0,1,0,0
393977,40,1,0,3,0,1
393977,44,0,0,1,0,0
393977,52,0,0,1,0,0
393978,47,0,0,1,0,0
393978,58,1,0,1,0,3
393978,59,1,0,1,0,0
393979,35,1,0,1,0,0
393980,33,1,0,1,0,0
393980,36,1,0,1,0,0
393980,57,1,0,2,0,3
393981,20,1,0,2,0,3
393982,34,1,0,1,0,0
393982,44,0,0,1,0,0
393983,15,1,0,0,1,2
393983,19,1,0,1,0,0
393983,40,1,0,3,1,1
393984,12,1,0,3,1,1
393984,60,1,0,3,0,1
393985,46,0,0,1,0,0
393987,11,1,0,0,1,1
393987,22,1,0,1,0,0
393995,24,1,0,2,0,3
393995,34,1,0,1,0,0
393995,38,1,0,1,0,0
393996,25,1,0,1,0,0
393996,30,1,0,2,0,3
393996,38,1,0,3,0,0
393996,43,0,0,1,0,0
393996,44,0,0,1,0,0
393996,58,1,0,2,0,3
393996,64,1,0,0,0,2
393997,41,1,0,1,0,0
393997,59,1,0,2,0,3
394002,50,0,0,1,0,0
394003,54,0,0,2,0,3
394003,59,1,0,2,0,3
394004,15,1,0,1,0,0
394004,36,0,0,2,2,3
394010,15,1,0,1,0,0
394010,24,1,0,1,0,0
394010,28,1,0,1,0,0
394010,32,1,0,1,0,0
394011,21,1,0,1,0,0
394011,24,1,0,1,0,0
394012,13,1,0,1,0,0
394012,22,1,0,1,0,0
394012,46,0,0,1,0,0
394014,13,1,0,1,0,0
394014,42,0,0,1,0,0
394024,22,1,0,3,0,1
394026,11,0,0,0,1,2
394026,39,0,0,1,0,0
394027,31,1,0,1,0,0
394027,34,1,0,1,0,0
394031,12,1,0,1,0,0
394033,18,1,0,1,0,0
394033,23,0,0,1,0,0
394033,29,0,0,1,0,0
394033,30,0,0,1,0,0
394033,33,0,0,1,0,0
394034,21,0,0,1,0,0
394034,22,1,0,2,0,3
394034,32,1,0,1,0,0
394037,15,1,0,3,0,1
394038,15,1,0,2,0,3
394038,21,1,0,3,0,1
394038,25,1,0,1,0,0
394038,29,1,0,1,0,0
394040,14,1,0,2,0,3
394040,17,1,0,2,0,3
394040,28,1,0,1,0,3
394040,38,0,0,1,0,0
394044,26,1,0,1,0,0
394044,42,0,0,1,0,0
394044,56,0,0,1,0,0
394045,18,0,0,1,0,3
394045,33,0,0,3,1,1
394048,15,1,0,3,0,1
394050,17,0,0,2,0,3
394051,41,0,0,3,0,0
394051,45,0,0,1,0,0
394054,28,0,0,1,0,0
394056,26,0,0,1,0,0
394057,12,1,0,2,0,3
394061,28,0,0,2,0,3
394061,53,1,0,1,0,0
394062,42,0,0,1,0,0
394063,21,0,0,1,0,0
394063,27,0,0,2,0,3
394064,15,1,0,2,0,3
394065,30,0,0,0,1,2
394065,36,0,0,1,0,0
394067,15,1,0,3,0,1
394072,16,1,0,1,0,0
394072,22,1,0,1,0,0
394072,25,1,0,1,0,0
394074,33,1,0,1,0,0
394074,52,0,0,1,0,0
394077,32,1,0,1,0,0
394081,24,1,0,1,0,0
394081,28,1,0,1,0,0
394083,23,1,0,1,0,0
394085,12,1,0,1,0,0
394089,36,1,0,1,0,0
