user_id,end_week,is_dropout_point,spectral_agg,spectral_eucl,kmeans_flat,kmeans_eucl
390326,32,0,0,3,0,1
390326,52,0,0,2,0,3
390335,23,1,0,1,0,0
390335,31,1,0,1,0,0
390335,32,0,0,1,0,0
390338,44,0,0,1,0,0
390339,22,1,0,2,0,3
390339,24,1,0,1,0,3
390339,51,0,0,1,0,0
390341,20,0,0,3,2,1
390341,21,0,0,3,2,1
390341,44,0,0,1,0,0
390355,14,1,0,3,0,1
390355,44,0,0,1,0,0
390355,52,0,0,1,0,0
390379,57,1,0,1,0,0
390405,13,0,0,1,0,0
390405,43,0,0,1,0,0
390405,53,0,0,2,0,3
390405,67,0,0,1,0,0
390433,29,1,0,1,0,0
390433,30,1,0,1,0,0
390433,63,1,0,1,0,0
390448,52,0,0,2,0,3
390454,23,1,0,1,0,0
390454,25,0,0,1,0,0
390456,13,0,0,3,2,1
390456,16,0,0,0,1,2
390457,11,1,0,2,0,3
390457,18,0,0,3,0,1
390457,32,0,0,1,0,0
390459,20,0,0,0,1,2
390461,24,1,0,1,0,0
390465,20,0,0,0,1,2
390466,20,0,0,1,0,0
390471,25,0,0,1,0,0
390472,15,0,0,0,1,2
390474,21,0,0,1,0,0
390474,22,1,0,1,0,0
390474,25,0,0,1,0,0
390491,34,0,0,1,0,0
390561,19,1,0,1,0,0
390561,20,1,0,1,0,0
390596,17,0,0,2,0,3
390596,52,0,0,1,0,0
390599,32,1,0,1,0,0
390600,45,1,0,1,0,0
390615,16,1,0,1,0,0
390615,23,1,0,1,0,0
390624,15,0,0,3,0,1
390625,14,0,0,2,0,3
390625,19,0,0,2,0,3
390627,23,0,0,2,0,3
390627,30,0,0,3,0,1
390628,11,1,0,0,1,2
390628,32,0,0,1,0,0
390628,36,0,0,1,0,0
390628,40,1,0,1,0,0
390630,29,0,0,1,0,0
390635,12,1,0,1,0,0
390636,15,0,0,1,0,0
390636,22,1,0,1,0,0
390637,41,1,0,1,0,0
390638,11,0,0,0,0,2
390639,16,0,0,3,0,1
390640,21,0,0,0,1,2
390642,22,1,0,1,0,0
390642,30,1,0,1,0,0
390644,43,0,0,1,0,0
390649,25,1,0,1,0,0
390651,20,1,0,1,0,0
390651,41,0,0,1,0,0
390654,49,1,0,1,0,0
390655,36,1,0,1,0,0
390660,41,0,0,1,0,0
390689,37,1,0,1,0,0
390691,52,0,0,1,0,0
390693,11,0,0,0,0,2
390699,43,1,0,1,0,0
390699,50,0,0,1,0,0
390700,20,0,0,1,0,0
390700,30,1,0,1,0,3
390702,23,1,0,1,0,0
390702,27,1,0,1,0,0
390702,66,1,0,1,0,0
390702,68,1,0,1,0,0
390702,70,1,0,1,0,0
390703,44,1,0,1,0,0
390703,54,0,0,1,0,0
390703,64,1,0,1,0,0
390704,16,1,0,1,0,0
390704,17,1,0,1,0,0
390704,18,1,0,1,0,0
390704,52,0,0,1,0,0
390704,71,1,0,1,0,0
390706,11,1,0,0,1,2
