user_id,gender,canton,school,study,class_year,continuation_indicator,education_level,school_type,end_week,is_dropout_point,cluster_spectral_eucl,spectral_agg,kmeans_flat,kmeans_eucl,stage2_outcome,canton_top,engagement_score,engagement_level
394170,Unknown,Unknown,Unknown,0,0,1,Unknown,Unknown,18,1,0,0,1,0,1,Unknown,0.01104936555665675,Low
394171,Unknown,Unknown,Unknown,0,0,1,Unknown,Unknown,17,0,3,0,3,3,0,Unknown,0.2705275904875254,High
394176,FEMALE,SG,Gymnasium,1,2,1,Secondary,Academic,11,0,2,0,0,1,0,SG,0.11063494644803891,High
394176,FEMALE,SG,Gymnasium,1,2,1,Secondary,Academic,18,1,3,0,3,1,1,SG,0.11063494644803891,High
394177,MALE,AG,Kurzzeitgymnasium,0,1,1,Secondary,Academic,38,1,0,0,1,0,1,AG,0.06224881862588526,High
394177,MALE,AG,Kurzzeitgymnasium,0,1,1,Secondary,Academic,52,0,0,0,1,0,0,AG,0.06224881862588526,High
394179,MALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,29,1,0,0,1,0,1,AG,0.06250911296870684,High
394179,MALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,48,0,0,0,1,0,0,AG,0.06250911296870684,High
394180,Unknown,Unknown,Unknown,0,0,1,Unknown,Unknown,25,1,0,0,1,0,1,Unknown,0.030031050309908332,Medium
394184,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,18,0,3,0,3,1,0,SO,0.05708401701245351,High
394184,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,23,1,1,0,0,1,1,SO,0.05708401701245351,High
394185,FEMALE,SO,Gymnasium,0,2,1,Secondary,Academic,24,1,3,0,1,3,1,SO,0.04642373738552296,Medium
394186,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,26,0,3,0,1,3,0,SO,0.048386675184966456,Medium
394186,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,29,0,1,0,1,3,0,SO,0.048386675184966456,Medium
394187,MALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,18,0,0,0,1,0,0,SO,0.0577316157482096,High
394187,MALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,31,1,3,0,1,3,1,SO,0.0577316157482096,High
394188,FEMALE,AG,Kurzzeitgymnasium,0,1,1,Secondary,Academic,14,1,0,0,1,0,1,AG,0.1215673261911638,High
394188,FEMALE,AG,Kurzzeitgymnasium,0,1,1,Secondary,Academic,51,0,0,0,1,0,0,AG,0.1215673261911638,High
394190,FEMALE,Andere,Keine Angabe,0,0,1,Unknown,Unknown,48,0,1,0,1,3,0,Other,0.057296213826177556,High
394194,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,69,0,3,0,1,3,0,SO,0.04446370358400104,Medium
394194,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,70,0,3,0,1,3,0,SO,0.04446370358400104,Medium
394195,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,18,0,0,0,1,0,0,SO,0.05655354492499677,High
394195,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,26,0,3,0,1,3,0,SO,0.05655354492499677,High
394195,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,33,1,3,0,1,3,1,SO,0.05655354492499677,High
394197,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,46,0,0,0,1,0,0,BL,0.09163165058843842,High
394198,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,14,1,0,0,1,0,1,BL,0.023008611517315165,Low
394198,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,22,1,0,0,1,0,1,BL,0.023008611517315165,Low
394198,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,23,1,0,0,1,0,1,BL,0.023008611517315165,Low
394199,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,18,1,0,0,1,0,1,BL,0.10332219032063181,High
394202,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,29,1,0,0,1,0,1,BL,0.0658869417453399,High
394204,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,30,1,0,0,1,0,1,BL,0.06554709058162235,High
394205,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,24,1,0,0,1,0,1,BL,0.12449895297145364,High
394209,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,31,1,0,0,1,0,1,BL,0.0398273497001798,Medium
394209,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,56,0,0,0,1,0,0,BL,0.0398273497001798,Medium
394211,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,15,1,0,0,1,0,1,BL,0.037427954287497386,Medium
394211,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,21,1,0,0,1,0,1,BL,0.037427954287497386,Medium
394212,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,25,1,0,0,1,0,1,BL,0.15312088770123033,High
394212,MALE,BL,Gymnasium,0,2,1,Secondary,Academic,26,1,0,0,1,0,1,BL,0.15312088770123033,High
394213,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,19,1,0,0,1,0,1,BL,0.05943221259034428,High
394213,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,20,1,0,0,1,0,1,BL,0.05943221259034428,High
394213,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,24,1,0,0,1,0,1,BL,0.05943221259034428,High
394213,FEMALE,BL,Gymnasium,0,2,1,Secondary,Academic,40,1,0,0,1,0,1,BL,0.05943221259034428,High
394216,MALE,SG,Gymnasium,0,1,1,Secondary,Academic,23,1,3,0,1,3,1,SG,0.02682395359839402,Medium
394216,MALE,SG,Gymnasium,0,1,1,Secondary,Academic,36,1,0,0,1,0,1,SG,0.02682395359839402,Medium
394218,MALE,SG,Gymnasium,0,1,1,Secondary,Academic,17,0,2,0,0,2,0,SG,0.028417074715132672,Medium
394220,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,14,1,0,0,1,0,1,SG,0.019669021126603535,Low
394220,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,35,1,3,0,1,3,1,SG,0.019669021126603535,Low
394220,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,43,0,0,0,1,3,0,SG,0.019669021126603535,Low
394220,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,45,0,3,0,1,3,0,SG,0.019669021126603535,Low
394222,MALE,SG,Gymnasium,0,1,1,Secondary,Academic,15,1,0,0,1,0,1,SG,0.048525194377197656,Medium
394222,MALE,SG,Gymnasium,0,1,1,Secondary,Academic,33,1,1,0,1,3,1,SG,0.048525194377197656,Medium
394224,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,36,1,0,0,1,0,1,SG,0.014062107698580245,Low
394225,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,28,0,0,0,1,0,0,SG,0.048899238258366985,Medium
394228,FEMALE,Andere,Keine Angabe,0,0,1,Unknown,Unknown,20,0,3,0,1,3,0,Other,0.05156988188267266,High
394228,FEMALE,Andere,Keine Angabe,0,0,1,Unknown,Unknown,44,0,3,0,1,3,0,Other,0.05156988188267266,High
394228,FEMALE,Andere,Keine Angabe,0,0,1,Unknown,Unknown,56,0,2,0,1,2,0,Other,0.05156988188267266,High
394229,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,13,1,2,0,0,2,1,SG,0.10277434728501371,High
394230,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,22,1,3,0,1,3,1,SG,0.010252419818854013,Low
394230,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,42,0,0,0,1,0,0,SG,0.010252419818854013,Low
394231,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,15,1,3,0,1,3,1,SG,0.026352379114345976,Medium
394231,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,17,1,1,0,1,3,1,SG,0.026352379114345976,Medium
394231,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,27,1,3,0,1,3,1,SG,0.026352379114345976,Medium
394231,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,28,1,3,0,1,3,1,SG,0.026352379114345976,Medium
394231,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,35,1,1,0,1,3,1,SG,0.026352379114345976,Medium
394231,FEMALE,SG,Gymnasium,0,1,1,Secondary,Academic,38,1,0,0,1,0,1,SG,0.026352379114345976,Medium
394243,MALE,SO,Gymnasium,0,2,1,Secondary,Academic,23,1,3,0,3,1,1,SO,0.012617119664553866,Low
394243,MALE,SO,Gymnasium,0,2,1,Secondary,Academic,29,0,3,0,3,1,0,SO,0.012617119664553866,Low
394250,MALE,SO,Gymnasium,0,2,1,Secondary,Academic,54,1,3,0,1,3,1,SO,0.01594738149712447,Low
394250,MALE,SO,Gymnasium,0,2,1,Secondary,Academic,62,0,2,0,1,2,0,SO,0.01594738149712447,Low
394258,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,14,1,3,0,1,3,1,SO,0.043668583896272,Medium
394258,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,40,0,3,0,1,1,0,SO,0.043668583896272,Medium
394258,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,42,0,1,0,3,1,0,SO,0.043668583896272,Medium
394258,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,46,0,1,0,3,1,0,SO,0.043668583896272,Medium
394259,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,33,1,3,0,3,3,1,SO,0.043699473568616636,Medium
394259,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,34,1,3,0,3,3,1,SO,0.043699473568616636,Medium
394259,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,49,0,3,0,1,3,0,SO,0.043699473568616636,Medium
394259,FEMALE,SO,FMS,0,1,1,Tertiary_Apprentice,Vocational,54,0,1,0,1,3,0,SO,0.043699473568616636,Medium
394265,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,19,1,0,0,1,0,1,AG,0.013310110239258441,Low
394265,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,41,0,0,0,1,0,0,AG,0.013310110239258441,Low
394266,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,46,0,0,0,1,0,0,AG,0.013220213682296571,Low
394266,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,50,0,0,0,1,0,0,AG,0.013220213682296571,Low
394268,MALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,13,1,0,0,1,0,1,AG,0.01378586192962567,Low
394268,MALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,22,1,0,0,1,0,1,AG,0.01378586192962567,Low
394268,MALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,43,0,0,0,1,0,0,AG,0.01378586192962567,Low
394269,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,20,1,0,0,1,0,1,AG,0.013310110239258441,Low
394269,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,38,1,0,0,1,0,1,AG,0.013310110239258441,Low
394269,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,43,0,0,0,1,0,0,AG,0.013310110239258441,Low
394270,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,42,0,0,0,1,0,0,AG,0.04870729413408488,Medium
394271,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,27,1,0,0,1,0,1,AG,0.013310110239258441,Low
394271,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,48,0,0,0,1,0,0,AG,0.013310110239258441,Low
394271,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,52,0,0,0,1,0,0,AG,0.013310110239258441,Low
394272,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,24,1,0,0,1,0,1,AG,0.04291310734071153,Medium
394272,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,52,0,0,0,1,0,0,AG,0.04291310734071153,Medium
394273,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,22,1,0,0,1,0,1,AG,0.0242761575936633,Low
394273,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,23,1,0,0,1,0,1,AG,0.0242761575936633,Low
394274,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,32,1,0,0,1,0,1,AG,0.013696889526021152,Low
394274,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,41,0,0,0,1,0,0,AG,0.013696889526021152,Low
394275,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,28,1,0,0,1,0,1,AG,0.011168303479248558,Low
394275,FEMALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,32,1,0,0,1,0,1,AG,0.011168303479248558,Low
394276,MALE,AG,Kurzzeitgymnasium,0,2,1,Secondary,Academic,45,0,0,0,1,0,0,AG,0.0346118956147692,Medium
