user_id,gender,canton,school,study,class_year,continuation_indicator,education_level,school_type,end_week,is_dropout_point,cluster_spectral_eucl,spectral_agg,kmeans_flat,kmeans_eucl,stage2_outcome,canton_top,engagement_score,engagement_level
387725,FEMALE,SG,Gymnasium,0,2,1,Secondary,Academic,24,0,2,0,1,0,0,SG,0.029443863205016622,Medium
387726,FEMALE,Andere,Keine Angabe,1,0,1,Unknown,Unknown,21,0,0,0,1,0,0,Other,0.12958161813282662,High
387726,FEMALE,Andere,Keine Angabe,1,0,1,Unknown,Unknown,28,0,0,0,1,0,0,Other,0.12958161813282662,High
387727,MALE,SG,Gymnasium,1,2,1,Secondary,Academic,15,1,3,0,3,1,1,SG,0.07592223944192487,High
387727,MALE,SG,Gymnasium,1,2,1,Secondary,Academic,16,1,3,0,3,1,1,SG,0.07592223944192487,High
387727,MALE,SG,Gymnasium,1,2,1,Secondary,Academic,23,0,2,0,0,2,0,SG,0.07592223944192487,High
387727,MALE,SG,Gymnasium,1,2,1,Secondary,Academic,30,1,3,0,3,1,1,SG,0.07592223944192487,High
387727,MALE,SG,Gymnasium,1,2,1,Secondary,Academic,61,1,2,0,0,2,1,SG,0.07592223944192487,High
387729,MALE,SG,Gymnasium,0,2,1,Secondary,Academic,33,1,0,0,1,3,1,SG,0.0195033088754571,Low
387729,MALE,SG,Gymnasium,0,2,1,Secondary,Academic,35,0,0,0,1,3,0,SG,0.0195033088754571,Low
387729,MALE,SG,Gymnasium,0,2,1,Secondary,Academic,36,0,0,0,1,3,0,SG,0.0195033088754571,Low
387729,MALE,SG,Gymnasium,0,2,1,Secondary,Academic,61,1,0,0,1,0,1,SG,0.0195033088754571,Low
387729,MALE,SG,Gymnasium,0,2,1,Secondary,Academic,66,0,0,0,1,0,0,SG,0.0195033088754571,Low
387731,FEMALE,SG,Gymnasium,1,2,1,Secondary,Academic,12,0,1,0,1,3,0,SG,0.02519536655580598,Medium
387731,FEMALE,SG,Gymnasium,1,2,1,Secondary,Academic,37,0,0,0,1,0,0,SG,0.02519536655580598,Medium
